index,id,username,text,created_at,annotator_1,annotator_2,annotator_3,consensus,machine_label,machine_decision
13,1422575953541206021,BarriePolice,Media Release: Break and Enter Suspects Arrested; Discarded Firearm Seized by Police. Click on the following link for details from Saturday's Incident. \nhttps://t.co/pFng3tT8te https://t.co/CbGk5zk271,2021-08-03T15:11:52.000Z,False,False,False,False,public safety report,False
14,1422531016044974082,CobourgPolice,#CobourgPoliceService #MediaRelease Female arrested on warrant https://t.co/ikvXG61gEJ https://t.co/NxssXNPj05,2021-08-03T12:13:18.000Z,False,False,False,False,public safety report,False
15,1422002905654116359,CobourgPolice,#cobourgpoliceservice #MediaRelease Male Arrested on Warrant https://t.co/FFwNTtpGaI https://t.co/6nQCzcsq8X,2021-08-02T01:14:46.000Z,False,False,False,False,public safety report,False
16,1422874958963765248,CityofDryden,https://t.co/4zRurRApMg,2021-08-04T11:00:00.000Z,False,False,False,False,other,False
17,1422646500648161283,CityofDryden,https://t.co/pXah0OhUtv,2021-08-03T19:52:11.000Z,False,False,False,False,other,False
18,1422646193847513093,CityofDryden,https://t.co/YsemNoXmGe,2021-08-03T19:50:58.000Z,False,False,False,False,other,False
19,1422646060753821703,CityofDryden,https://t.co/CjSsJdr1Y6,2021-08-03T19:50:27.000Z,False,False,False,False,other,False
20,1422634510185861121,DRPS,"Two are facing charges following a Cannabis grow operation investigation in Beaverton. Officers located an outdoor grow-op much larger than the licenses allow. Approx. 2,100 plants were seized, as well as more than 300 lbs of dried, packaged cannabis.\nhttps://t.co/Spi7DGTVgI https://t.co/RpfNF7tBbI",2021-08-03T19:04:33.000Z,True,True,True,True,drug discovery,True
21,1422932360832724992,GananoquePolice,https://t.co/t6qiZEk5nf,2021-08-04T14:48:06.000Z,False,False,False,False,other,False
22,1423278950470410261,GuelphPolice,"Media Release - August 5, 2021\n-Driver warned for false report\n-Pedestrian struck, driver charged\n-Male and female both arrested after breach\nTotal calls for service in the last 24 hours - 222 https://t.co/NhlLgRxdk6 https://t.co/IJNRVbbDYI",2021-08-05T13:45:19.000Z,False,False,False,False,public safety report,False
23,1422916624450002951,GuelphPolice,"Media Release - August 4, 2021\n-Males arrested for patio sex act\n-Female arrested for impaired driving\n-Male injured at construction site\nTotal calls for service in the last 24 hours - 229 https://t.co/n5Z8QwK998 https://t.co/COlRd0eCRL",2021-08-04T13:45:34.000Z,False,False,False,False,other,False
24,1422554205726912520,GuelphPolice,"Media Release - August 3, 2021\n-Driver arrested, vehicle impounded\n-Male held for bail following threats\n-Female arrested on several charges\nTotal calls for service in the last 24 hours - 205 https://t.co/BdoMIRXoru https://t.co/A4LOXTRwsJ",2021-08-03T13:45:27.000Z,False,False,False,False,other,False
25,1422206877161725957,GuelphPolice,"Media Release - August 2, 2021\n-Multiple Impaired Driving Arrests\n-Stolen Vehicle Investigation\n-Driving Complaint Leads To Numerous Charges\n-Calls for Service in the last 72 hours: 612 https://t.co/UhR546M9Bw https://t.co/NXiKNzvlKX",2021-08-02T14:45:17.000Z,False,False,False,False,other,False
26,1422995759927070729,HaltonPolice,"There is a hidden epidemic.\n\nIn 2020, the HRPS attended 241 suspected overdoses.\n\nTragically, 1 in 6 did not survive.\n\nIf you are witnessing an overdose, call 9-1-1. You are protected by the Good Samaritan Drug Overdose Act.\n\nLearn more: https://t.co/9oGGbjAVo9 ^sk https://t.co/Q4PYLWMzwa",2021-08-04T19:00:01.000Z,True,True,False,True,public safety report,False
27,1422889366427471873,HaltonPolice,"Good morning Halton.\n\nThe lobby of our 30 Division location at 3800 Constable Henshaw Blvd. in Burlington is closed today, Thursday and Friday, and will re-open on Saturday.\n\nMethods to report:\nEMOJI\x91\xa8EMOJI\x8f\xbd\xe2\x80\x8dEMOJI\x92\xbbOnline: https://t.co/X9KziNpeTv\n- Non-emergencies: 905-825-4777\nEMOJI\x9a\xa8 Emergencies: 911",2021-08-04T11:57:15.000Z,False,False,False,False,other,False
28,1423336465786974210,lpsmediaoffice,Drugs Seized https://t.co/6FCWyp0Eyx https://t.co/fpJxDWyahh,2021-08-05T17:33:52.000Z,True,True,False,True,drug arrest,True
29,1422903820988948482,lpsmediaoffice,"Always keep #MotorcycleSafety in mind on #LdnOnt roads. \n\nEMOJI\x8f\x8dMotorcyclistsEMOJI\x91\x89 always wear riding gear, follow speed limits, and make yourself visible to other road users.\n\nEMOJI\x9a\x97DriversEMOJI\x91\x89 share the road, leave space, and always look twice before changing lanes. https://t.co/KN5V2asIZR",2021-08-04T12:54:41.000Z,False,False,False,False,public safety report,False
30,1423010643528007690,OttawaPolice,"Mise Ã  jour : Aux derniÃ¨res nouvelles, Angelina Ã©tait v\xc3\xaatue d'un chandail rouge Ã  capuchon, d'un pantalon court noir, un sac Ã  dos noir et des espadrilles blanches. \n#ottnouvelles https://t.co/mMWEOLPi90",2021-08-04T19:59:10.000Z,False,False,False,False,other,False
31,1422998512317472768,OttawaPolice,"Disparue: Angelina Cordeiro, 14 ans, fut aperÃ§ue la derniÃ¨re fois le 29 juillet prÃ¨s de la croisÃ©e du ch. Heron et de la prom. Alta Vista. Sa famille s'inquiÃ¨te pour sa sÃ®retÃ©.\n\nInfos? 613-236-1222, poste 2355.\nhttps://t.co/9eSlNVXPFw\n#ottnouvelles https://t.co/a4eb8kV3NT",2021-08-04T19:10:58.000Z,False,False,False,False,other,False
32,1422638190951903235,OttawaPolice,"Bilan de l'opÃ©ration conjointe .08 de la longue fin de semaine d'aoÃ®t. https://t.co/QyOIf8viPG   \n\nConduisez sobre. Si vous comptez consommer de l'alcool ou du cannabis, planifiez d'avance votre retour Ã  la maison.\n\n#ottnouvelles \n@OPSTrafficCM https://t.co/zhfrUiqog4",2021-08-03T19:19:10.000Z,False,False,False,False,drug report,True
33,1422637822654259201,OttawaPolice,"Joint Operation .08 long August weekend results. \nhttps://t.co/NNRoUlDAz1\n\nDrive Sober. If you plan to drink or consume cannabis, plan your ride home first. \n#ottnews\n\n@OPP_ER @rcmpgrcpolice #MilitaryPolice @MADD_Ottawa #MTOofficer @ONtransport\n@OPSTrafficCM @MDTOttawaPolice",2021-08-03T19:17:42.000Z,False,False,False,False,public safety report,False
34,1423291905601794052,PeelPolice,Charges Laid in Animal Cruelty Investigation - https://t.co/IzdK9phpmH https://t.co/pCxHUiFpre,2021-08-05T14:36:48.000Z,False,False,False,False,other,False
35,1423274311696146432,PtboPolice,Media Rls - Incident Upd; Child Luring Arrest; Info sought; Ring Found:\n\nhttps://t.co/35Wfu1LMW3,2021-08-05T13:26:53.000Z,False,False,False,False,public safety report,False
36,1422991647445487621,PtboPolice,Media Release - Historical Sexual Assault Arrest:\n\nhttps://t.co/35Wfu1LMW3 https://t.co/9OinLLwV9K,2021-08-04T18:43:41.000Z,False,False,False,False,other,False
37,1422937168071245825,PtboPolice,Media Release - Two Separate Impaired Arrests:\n\nhttps://t.co/35Wfu1LMW3 https://t.co/QYCqwssa0x,2021-08-04T15:07:12.000Z,False,False,False,False,other,False
38,1422588582297063427,PtboPolice,Media Release - Weapons/Flight From Police Arrests:\n\nhttps://t.co/35Wfu1LMW3 https://t.co/Lvqn7FDyPf,2021-08-03T16:02:03.000Z,False,False,False,False,public safety report,False
39,1422526703830769686,SarniaPolice,New post: SIU Investigating https://t.co/X8KhV8pKo0,2021-08-03T11:56:10.000Z,False,False,False,False,other,False
40,1422615327876292616,SouthSimcoePS,STUNT DRIVING/SPEEDING:\nVehicle clocked at double the speed limit in #Innisfil. Driver charged with Stunt Driving and Speeding. Seven day licence suspension and vehicle impounded for 14-days. \n#Slowdown \nMedia Release -\nhttps://t.co/zrQGkRTd0i https://t.co/AtRftWSOhj,2021-08-03T17:48:19.000Z,False,False,False,False,public safety report,False
41,1421951077814054917,SouthSimcoePS,Thank you @NASCARPintys for honouring frontline workers by naming your first race @Sunset_Speedway for  #HealthcareHeroes and #FirstResponders. Our Constable Jeffels had the honour of being a Grand Marshall! \n#thankyou #NascarPintys \nhttps://t.co/q3bZNgBBRl,2021-08-01T21:48:50.000Z,False,False,False,False,other,False
42,1422178976873734154,STPSmedia,https://t.co/9etKqMAl1M,2021-08-02T12:54:25.000Z,False,False,False,False,other,False
43,1421827037224968208,STPSmedia,https://t.co/1JVh7c9fHz,2021-08-01T13:35:56.000Z,False,False,False,False,other,False
44,1422582407555960846,TimminsPolice,Concerned citizens point out Impaired Driver to Timmins Police - arrest completed.\nSee https://t.co/3hdI7t0XRy https://t.co/hcl6egKa2E,2021-08-03T15:37:30.000Z,False,False,False,False,public safety report,False
45,1422581051709345793,TimminsPolice,Timmins Police arrest and charge local woman with Robbery \nSee  https://t.co/gzR9CWDrdx https://t.co/ESvq06lQXO,2021-08-03T15:32:07.000Z,False,False,False,False,public safety report,False
46,1422579930207068161,TimminsPolice,Timmins Police execute Arrest Warrant over the weekend. \nSee https://t.co/PEWh6gC9HP https://t.co/eTPi9b0pfD,2021-08-03T15:27:40.000Z,False,False,False,False,other,False
47,1423059935747788805,WRPSToday,Police continue to investigate a report of a male brandishing a gun around Victoria Street South and Paulander Drive in Kitchener yesterday evening. Anyone with information is asked to call police or @WaterlooCrime. More here: https://t.co/9tP2iC1aEv https://t.co/anC5LsdsJB,2021-08-04T23:15:02.000Z,False,False,False,False,public safety report,False
48,1422987183443611655,YRP,"UPDATE- CHARGES LAID IN MISCHIEF INCIDENT IN NEWMARKET: Thanks to tips from our citizens, investigators have identified and arrested the suspect involved in the damaged planters in Newmarket. https://t.co/gPLdLJfSne",2021-08-04T18:25:57.000Z,False,False,False,False,public safety report,False
49,1422165405897043969,YRP,"Today - and everyday - we will remember Detective Constable Rob Plunkett for his service, compassion and volunteerism.\n\nRob, you are a #HeroInLife. https://t.co/TpE7Inql0V",2021-08-02T12:00:29.000Z,False,False,False,False,public safety report,False
50,1423239669375029249,OPP_ER,"#GrenvilleOPP responded to a traffic complaint just before 5pm yesterday in #Kemptville, @North_Grenville. #ImpairedDriving arrest for a 42 y/o driver who blew more than **5 TIMES** the legal limit! #ThankYou for reporting traffic complaints to #OPP. @DriveSober @CanStopCrime ^dh https://t.co/PBaZHQEmLO",2021-08-05T11:09:14.000Z,False,False,False,False,public safety report,False
51,1423149300050243588,OPP_NWR,https://t.co/mO35Lf6Vw9 https://t.co/0w84UR3gIR,2021-08-05T05:10:08.000Z,False,False,False,False,other,False
52,1422586279888408582,OPP_NER,"#JamesBayOPP have charged 4 motorists in 4 separate incidents, for speeding at a rate of 50km/hr over the posted speed limit. This resulted in the 4 drivers having their licences suspended and vehicles towed and impounded for 14 days. ^jv https://t.co/JNwVs1GsjK",2021-08-03T15:52:54.000Z,False,False,False,False,other,False
53,1423103977823080448,Fraserhealth,Are you a patient or caregiver with lived experience in accessing mental health and substance use services? Help inform our services: https://t.co/7WnR0LDE8z \n\n@PatientVoicesBC @BCSUPPORTUnit @volunteerbc https://t.co/n15jjrY0jf,2021-08-05T02:10:02.000Z,False,False,False,False,other,False
54,1423344616234000391,Northern_Health,Summer is here and it's a great time to start something new. Follow a fulfilling career path to Prince Rupert when community spirit is abundant. Join our amazing team today! #nhjobs #maternity #princerupert   \n https://t.co/35y6ajqxF1 https://t.co/NZXxlsYU7O,2021-08-05T18:06:15.000Z,False,False,False,False,other,False
55,1423030432019398668,AbbyPoliceDept,"WANTED WEDNESDAY- Can you assist our Patrol Officers & Intimate Partner Violence Detectives locate Dolphus DOMINIQUE, who has an outstanding warrant of arrest for Assault. If you see him or know his whereabouts, please call 604-859-5225 or text 222973. https://t.co/ivlVXTJja0",2021-08-04T21:17:48.000Z,False,False,False,False,other,False
56,1423378311145791488,deltapolice,"Delta Police arrest prolific prowler - The man is known to police, and was arrested in connection with a series of overnight residential break and enters, thefts from auto, and trespassing in North Delta last month.  Read more\n https://t.co/8MBMXro6Yi https://t.co/dvzMDC0GQs",2021-08-05T20:20:09.000Z,False,False,False,False,other,False
57,1422661424078229506,NewWestPD,If someone claiming to be an officer calls you to say your packages were seized at the border and now there's a warrant issued for your arrest - it's a scam. This is a tactic to solicit personal information from you. More details here: https://t.co/UZxqYmzxnr #NewWest #Vancouver https://t.co/Ch6pmUlcjL,2021-08-03T20:51:29.000Z,False,False,False,False,other,False
58,1423348964057825292,vicpdcanada,Patrol officers worked with community members at 3 a.m. this morning to provide life-saving naloxone & first aid to a man in the midst of an opioid overdose in the 900-blk of Pandora Ave. #YYJ #teamwork \n\nhttps://t.co/j9vp5gg60O,2021-08-05T18:23:32.000Z,True,True,True,True,drug addiction support,False
59,1422672164658958336,vicpdcanada,Debra's Kickbike was stolen in #yyj two months ago & at 2 am this morning a @vicpdcanada Patrol officer spotted it riding by. The suspect was arrested & the bike was returned to a very happy owner!  #MadeOurDay #YYJ https://t.co/R6axxKfPRg,2021-08-03T21:34:10.000Z,False,False,False,False,public safety report,False
60,1421683467532726275,vicpdcanada,"Officers arrested a man on the Lower Causeway of the Inner Harbour today after he attacked a vendor's display with a metal pole & then assaulted the vendor. He faces recommended charges of assault w weapon, mischief & breach. He was held in custody. #yyj \n\nhttps://t.co/EZ3BdNb2A5",2021-08-01T04:05:26.000Z,False,False,False,False,other,False
61,1423438905265713153,BCRCMP,#Enderby -  BC RCMP notify IIO BC of incident in Enderby \rhttps://t.co/YmnPQtLQqW,2021-08-06T00:20:55.000Z,False,False,False,False,public safety report,False
62,1422638805476126723,LangleyRCMP,"For those of you who also follow us on #Facebook, we recently changed the name of our page to ""Langley RCMP Detachment"".  Our page is the one with the #RCMP Crest & ""Langley"" written below it, not the one with bicycles in the profile. Come follow us!\n\n#langley #langleyrcmp #sayhi https://t.co/0JOWz9MhMT",2021-08-03T19:21:37.000Z,False,False,False,False,other,False
63,1422935757946335234,nvanrcmp,"Did you know that the influence of alcohol and/or cannabis is a factor in nearly 40% of boating incidents in #Canada? And YES, as a boat operator, you are subject to the same impaired driving rules as you are when driving your car.  #ArriveAlive #BoatSober https://t.co/8MWOJJrrUU",2021-08-04T15:01:36.000Z,False,False,False,False,other,False
64,1422958002873663490,WhiteRockRCMP,"There are also other 30 km/h signs in #WhiteRock that are recommended speeds, advising of a blind corner, hill or other hazard. They have orange or yellow backgrounds: they are not enforceable and tell the driver that the road use in the specific area may be better going slower. https://t.co/MJBIxSC5tV",2021-08-04T16:29:59.000Z,False,False,False,False,other,False
65,1422573229173100548,ciusss_ouestmtl,Il existe plusieurs alternatives Ã  l'urgence. Faites le bon choix EMOJI\x91\x87EMOJI\x98\x81https://t.co/UVpQzQaZxf https://t.co/AKMEgPCCId,2021-08-03T15:01:02.000Z,False,False,False,False,other,False
66,1422892599845793792,chumontreal,"Selon le Dr Christian Stapf, neurologue vasculaire au CHUM et qui s'occupe principalement de patients qui ont subi un AVC, \xc2\xabc'est comme si l'impact de la musique sur notre cerveau l'incite plus Ã  se reconnecter et Ã  trouver de nouvelles voies.\xc2\xbb EMOJI\x8e\xb6EMOJI\xa4\xef\xb8\x8fhttps://t.co/WPvojnmsYP",2021-08-04T12:10:06.000Z,False,False,False,False,other,False
67,1423375233080299520,ChuSteJustine,Le @ChuSteJustine a lancÃ© un cahier d'activitÃ©s destinÃ© aux patients et familles. Il a pour objectif de sensibiliser de faÃ§on ludique aux principaux comportements sÃ©curitaires Ã  adopter pendant les activitÃ©s estivales: https://t.co/nkB5nBehZw \nEMOJI\x93\xb8CHU Ste-Justine (VÃ©ronique Lavoie) https://t.co/8x2eBElsQN,2021-08-05T20:07:55.000Z,False,False,False,False,other,False
68,1422197495392780294,ChuSteJustine,ConfÃ©rence mondiale de l'UIPES sur la promotion de la santÃ© du 15 au 19 mai 2022 : les inscriptions sont maintenant ouvertes et l'appel Ã  rÃ©sumÃ©s pour prÃ©senter se poursuit! https://t.co/v99ofYaVoE https://t.co/aHZBMNhMgG,2021-08-02T14:08:00.000Z,False,False,False,False,other,False
69,1422659829211013124,cusm_muhc,EMOJI\xa0\xef\xb8\x8fRappel d'alimentsEMOJI\xa0\xef\xb8\x8f\nCas d'hÃ©patite A reliÃ©s Ã  la consommation de mangues congelÃ©es https://t.co/MuQzFfALgo,2021-08-03T20:45:09.000Z,False,False,False,False,drug report,True
70,1421910942791741447,sureteduquebec,#EnlÃ¨vement de Serge Boutin Ã  Val-des-Sources \nhttps://t.co/N7szzR94qj,2021-08-01T19:09:21.000Z,False,False,False,False,other,False
71,1423431752266170370,Surete_Est,#Disparition de Chantal Arseneau de St-Gilles\nhttps://t.co/Nxidzj5u8X,2021-08-05T23:52:30.000Z,False,False,False,False,other,False
72,1422280932162215938,Surete_Nord,#disparition #septÃ®les\nhttps://t.co/IaZZvCKnlq,2021-08-02T19:39:33.000Z,False,False,False,False,other,False
73,1423002844723097608,SPVM,Le #SPVM a procÃ©dÃ© rÃ©cemment Ã  l'arrestation des propriÃ©taires d'un centre de formation professionnelle et de placement. Ils sont soupÃ§onnÃ©s d'avoir fabriquÃ© et vendu de faux certificats de formation de prÃ©posÃ© aux bÃ©nÃ©ficiaires.\nDÃ©tails \xe2\x9e\xa1https://t.co/8wUgrmyCkH https://t.co/BBFfcoBmfr,2021-08-04T19:28:10.000Z,False,False,,False,other,False
74,1423374520111534080,SPVQ_police,"#SÃ©curitÃ©nautique | Sur l'eau, on ne consomme pas \n\nConduire avec les capacitÃ©s affaiblies est illÃ©gal, autant sur l'eau que sur la route. L'escouade nautique du SPVQ est prÃ©sente sur l'eau pour vous sensibiliser et appliquer la rÃ©glementation. \n\nhttps://t.co/2xK0B32U7H",2021-08-05T20:05:05.000Z,False,False,False,False,other,False
75,1422957355633872897,SPVQ_police,"#Surveillance | Le SPVQ sera prÃ©sent dans les parcs, car des problÃ©matiques de dÃ©sordres et de mÃ©faits sont constatÃ©es. L'objectif est de faire respecter la rÃ©glementation en vigueur et de s'assurer que ces endroits demeurent des milieux de vie sÃ©curitaires et respectueux. https://t.co/O80YG8Eiht",2021-08-04T16:27:25.000Z,False,False,False,False,public safety report,False
76,1423663945353674764,BrantHealthUnit,"If you find a needle on your property, it's important to dispose of it safely. Never throw needles in the garbage or recycling.  Report the needle online using our needle reporting tool https://t.co/QWXcRXFrXB   \nVisit https://t.co/wn40h2tra1 for more information. https://t.co/PH657h0uoG",2021-08-06T15:15:09.000Z,False,False,False,False,other,False
77,1424030101767925766,YorkRegionGovt,Looking for something to do this weekend? Explore one of York Region's 22 Forest Tracts that are open 24/7 and free to use. https://t.co/bF8xf2CaZP\n\n#getoutside #YRForest #nature #hiking #YorkRegion #happytrails https://t.co/KNVbFEFFxy,2021-08-07T15:30:08.000Z,False,False,False,False,other,False
78,1423757031429771265,SMDhealthunit,The street supply of opioids is being mixed with benzos. Know the side effects and how to stay safe. https://t.co/QlUt3TUeQ7,2021-08-06T21:25:03.000Z,True,True,False,True,drug report,True
79,1423710610974547971,DRPS,Join @VSDurhamRegion for a virtual workshop to educate parents about human trafficking on Tuesday August 24th at 6pm. #EndHumanTrafficking \nFull story and link to register: https://t.co/xhog0R0Hpm https://t.co/fUP1lo5oaA,2021-08-06T18:20:35.000Z,False,False,False,False,other,False
80,1423657796181102602,DRPS,https://t.co/dd6LUAENXP,2021-08-06T14:50:43.000Z,False,False,False,False,other,False
81,1423833882898706436,GuelphPolice,Impaired arrest following west-end collision https://t.co/zPSwdSed1d https://t.co/2ffjw5L6Iy,2021-08-07T02:30:25.000Z,False,False,False,False,other,False
82,1423707946127544322,HaltonPolice,"In 2020, our Service took millions of doses of controlled or illicit substances off the streets of Halton.\n\nLearn more about this success and others in our Annual Report: https://t.co/hSCr9dJex7 ^sk https://t.co/C9A12lcg4S",2021-08-06T18:10:00.000Z,True,True,True,True,other,False
83,1424046685358022661,HamiltonPolice,Hamilton Police have arrested a 28-year-old male after a bomb threat at #HamOnt City Hall yesterday. The threat closed down the building and impacted traffic throughout the day. \n\nPolice searched the building and found nothing suspicious. Read More: https://t.co/62ULSiaYhu,2021-08-07T16:36:01.000Z,False,False,False,False,public safety report,False
84,1423910538212478985,HamiltonPolice,City Hall Bomb Threat Suspect Arrested https://t.co/62ULSiaYhu,2021-08-07T07:35:01.000Z,False,False,False,False,public safety report,False
85,1423724340726706180,NiagRegPolice,Media Release - St. Catharines Men Arrested Following Drug Investigation    https://t.co/UakWXpEqOe https://t.co/ePPhkpgTgF,2021-08-06T19:15:09.000Z,True,True,False,True,drug report,True
86,1424066138271633408,PeelPolice,EMOJI\x91\x87EMOJI\x8f\xbeThis. https://t.co/JrziFaP5Wc,2021-08-07T17:53:19.000Z,False,False,False,False,other,False
87,1423795664836833280,PeelPolice,https://t.co/b4q9HIwrfB,2021-08-06T23:58:33.000Z,False,False,False,False,other,False
88,1423740418634797060,PeelPolice,Charges Laid After Series of Robberies and Carjacking's - https://t.co/Lf70IEjwgb https://t.co/z33HJ7GOrz,2021-08-06T20:19:02.000Z,False,False,False,False,other,False
89,1423674558284980230,SarniaPolice,New post: SIU Investigating https://t.co/3ochr5ObKi,2021-08-06T15:57:19.000Z,False,False,False,False,other,False
90,1423670729535537161,SarniaPolice,New post: Two Charged With Trafficking Fentanyl https://t.co/axP2deZPRM,2021-08-06T15:42:07.000Z,True,True,False,True,drug arrest,True
91,1423638265425432583,SarniaPolice,New post: Three Addresses Searched As Part Drug Warrants https://t.co/J01EL1pREV,2021-08-06T13:33:07.000Z,True,True,True,True,other,False
92,1424050823559094274,STPSmedia,https://t.co/0VbSuGKlMn,2021-08-07T16:52:28.000Z,False,False,False,False,other,False
93,1423648857469112328,TimminsPolice,Timmins Police execute Arrest Warrant.\nSee https://t.co/2fgTuL9Na0 https://t.co/f3xZWQo1y1,2021-08-06T14:15:12.000Z,False,False,False,False,public safety report,False
94,1424008175922126853,TorontoPolice,"Missing Woman, Kennedy Road and Ellesmere Road area, Ashley Beson, 26 https://t.co/ivyIlsdSOV",2021-08-07T14:03:00.000Z,False,False,False,False,other,False
95,1423713556298616854,WRPSToday,"Three individuals arrested, several loaded guns and numerous drugs seized after two homes searched by police in Kitchener. \n\nDetails here: https://t.co/SJ0n73pNFN. https://t.co/z77QCrzAAi",2021-08-06T18:32:17.000Z,True,True,False,True,drug discovery,True
96,1423744892782710786,OPP_News,"Last weekend, #OPP officers across the province were busy on our roads, trails and waterways. More than 60% of the total offences between Jul 30th - Aug 2nd were related to speeding. Please #SlowDown and #DriveSafe. https://t.co/xjJLxbj93X",2021-08-06T20:36:48.000Z,False,False,False,False,public safety report,False
97,1423644165678805000,OPP_CR,"#NottyOPP Community Street Crime Unit has arrested and charged two people with a number of drug offences. Approximate drug value of $10,000. #CrimePrevention #opioidcrisis Keeping our communities safe. @NewTecumseth @essatownship @adjtostwp ^cj https://t.co/SBezsB9zk0",2021-08-06T13:56:33.000Z,True,True,True,True,drug discovery,True
98,1423619393167237123,OPP_CR,#NottyOPP Major Crime Unit has arrested and charged a man from  Magnetawan with a number of sexual offences on minors. Keeping our communities safe. #CrimePrevention @NewTecumseth @essatownship @adjtostwp https://t.co/LVkKhD4lXo ^cj https://t.co/OIehBh6uN7,2021-08-06T12:18:07.000Z,False,False,False,False,public safety report,False
99,1423773169534517252,OPP_ER,"#GrenvilleOPP responded to complaints of speeding vehicles in #Spencerville, @twpec - found this 21 y/o male #StuntDriving in the 50km/h zone. Previously charged for 41 km/h over - this is why the laws have changed. Speeding like this puts all road users at risk. #SlowDown ^dh https://t.co/EbuQGmH4om",2021-08-06T22:29:10.000Z,False,False,False,False,public safety report,False
100,1423629940671528960,OPP_WR,"Summer vacations to Grey Bruce are a great idea.  Taking drugs or drinking and then getting behind the wheel is a terrible idea (and it's illegal).  If you plan to visit, we want you to get there safely to make great memories, not tragic ones.  #Hwy6 #RoadSafety ^dr https://t.co/puV9LKxpxm",2021-08-06T13:00:02.000Z,False,False,False,False,public safety report,False
101,1423772602242273280,BCRCMP,#KamloopsCity -  Did you see this van recently? \rhttps://t.co/zeDTlePZET https://t.co/Zvrn2ULebB,2021-08-06T22:26:55.000Z,False,False,False,False,other,False
102,1423752212585467906,BCRCMP,#Penticton -  BC RCMP notifies IIO BC of incident in Penticton \rhttps://t.co/d7NApiP88U,2021-08-06T21:05:54.000Z,False,False,False,False,public safety report,False
103,1423772849953595395,KamloopsRCMP,Did you see this van recently? \rhttps://t.co/e1lan5ad9t \r#Kamloops https://t.co/XjCWYNUJha,2021-08-06T22:27:54.000Z,False,False,False,False,other,False
